Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Brayden Pachal,20222023,VGK,R,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,11:45,--,1999-08-23,Estevan,SK,CAN,CAN,74,202,--,--,--,20222023,N,Playoffs
Jean-Gabriel Pageau,20222023,NYI,R,C,6,0,1,1,-1,0,0.17,0,0,0,1,0,0,0,0,8,0,16:48,54.9,1992-11-11,Ottawa,ON,CAN,CAN,71,195,2011,4,96,20122013,N,Playoffs
Ondrej Palat,20222023,NJD,L,L,12,3,4,7,-6,6,0.58,2,4,1,2,0,1,0,1,16,18.8,16:51,0,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20132014,N,Playoffs
Kyle Palmieri,20222023,NYI,R,C,6,2,3,5,4,4,0.83,1,4,1,1,0,0,0,1,14,14.3,16:15,50,1991-02-01,Smithtown,NY,USA,USA,71,195,2009,1,26,20102011,N,Playoffs
Artemi Panarin,20222023,NYR,R,L,7,0,2,2,-2,2,0.29,0,1,0,1,0,0,0,0,15,0,19:20,0,1991-10-30,Korkino,--,RUS,RUS,72,177,--,--,--,20152016,N,Playoffs
Zach Parise,20222023,NYI,L,L,6,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,11,0,14:57,--,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,Playoffs
David Pastrnak,20222023,BOS,R,R,7,5,0,5,-2,2,0.71,2,2,3,3,0,0,0,1,34,14.7,20:33,0,1996-05-25,Havirov,--,CZE,CZE,72,200,2014,1,25,20162017,N,Playoffs
Nick Paul,20222023,TBL,L,L,6,1,0,1,-1,2,0.17,1,1,0,0,0,0,0,1,8,12.5,16:37,58.9,1995-03-20,Mississauga,ON,CAN,CAN,76,230,2013,4,101,20212022,N,Playoffs
Joe Pavelski,20222023,DAL,R,C,14,9,5,14,-1,2,1,5,9,4,5,0,0,1,4,28,32.1,17:50,56.6,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,Playoffs
Adam Pelech,20222023,NYI,L,D,6,1,1,2,1,2,0.33,1,2,0,0,0,0,0,0,9,11.1,23:48,--,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20182019,N,Playoffs
Nick Perbix,20222023,TBL,R,D,6,0,3,3,1,0,0.5,0,3,0,0,0,0,0,0,7,0,18:47,--,1998-06-15,Elk River,MN,USA,USA,76,206,2017,6,169,20222023,N,Playoffs
Corey Perry,20222023,TBL,R,R,6,2,3,5,1,7,0.83,1,3,1,2,0,0,0,0,12,16.7,11:05,--,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,Playoffs
Brett Pesce,20222023,CAR,R,D,15,2,4,6,-4,12,0.4,2,6,0,0,0,0,0,0,35,5.7,23:27,0,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20182019,N,Playoffs
Alex Pietrangelo,20222023,VGK,R,D,21,1,9,10,9,29,0.48,1,7,0,3,0,0,0,0,44,2.3,23:25,--,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20112012,N,Playoffs
Neal Pionk,20222023,WPG,R,D,5,0,7,7,-6,0,1.4,0,3,0,4,0,0,0,0,9,0,27:18,--,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20192020,N,Playoffs
Brayden Point,20222023,TBL,R,C,6,2,2,4,-2,2,0.67,0,2,2,2,0,0,0,1,20,10,20:32,46.9,1996-03-13,Calgary,AB,CAN,CAN,71,175,2014,3,79,20172018,N,Playoffs
Jesse Puljujarvi,20222023,CAR,R,R,7,0,1,1,-3,0,0.14,0,1,0,0,0,0,0,0,12,0,11:22,--,1998-05-07,Alvkarleby,--,SWE,FIN,76,216,2016,1,4,20202021,N,Playoffs
Ryan Pulock,20222023,NYI,R,D,6,1,3,4,0,6,0.67,1,4,0,0,0,0,0,0,12,8.3,23:29,--,1994-10-06,Dauphin,MB,CAN,CAN,74,220,2013,1,15,20152016,N,Playoffs
Darren Raddysh,20222023,TBL,R,D,6,1,1,2,-3,2,0.33,1,2,0,0,0,0,0,0,14,7.1,25:13,--,1996-02-28,Toronto,ON,CAN,CAN,73,202,--,--,--,20222023,N,Playoffs
Mikko Rantanen,20222023,COL,L,R,7,7,3,10,4,2,1.43,5,8,2,2,0,0,0,0,27,25.9,21:26,65.2,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20172018,N,Playoffs
Ryan Reaves,20222023,MIN,R,R,6,0,0,0,-1,14,0,0,0,0,0,0,0,0,0,2,0,8:32,--,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,5,156,20112012,N,Playoffs
Sam Reinhart,20222023,FLA,R,C,21,8,5,13,0,12,0.62,5,8,3,5,0,0,1,2,45,17.8,21:59,40.5,1995-11-06,West Vancouver,BC,CAN,CAN,73,196,2014,1,2,20212022,N,Playoffs
Morgan Rielly,20222023,TOR,L,D,11,4,8,12,11,6,1.09,4,11,0,1,0,0,1,1,24,16.7,24:09,--,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20162017,N,Playoffs
Jason Robertson,20222023,DAL,L,L,19,7,11,18,0,2,0.95,3,8,4,10,0,0,0,0,57,12.3,18:46,--,1999-07-22,Arcadia,CA,USA,USA,75,207,2017,2,39,20212022,N,Playoffs
Evan Rodrigues,20222023,COL,R,C,7,1,4,5,4,2,0.71,1,5,0,0,0,0,0,0,18,5.6,19:10,50,1993-07-28,Toronto,ON,CAN,CAN,71,182,--,--,--,20202021,N,Playoffs
Alexander Romanov,20222023,NYI,L,D,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,17:50,--,2000-01-06,Moscow,--,RUS,RUS,73,220,2018,2,38,20202021,N,Playoffs
Matt Roy,20222023,LAK,R,D,6,1,2,3,4,0,0.5,1,3,0,0,0,0,0,0,8,12.5,21:36,--,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20212022,N,Playoffs
Nicolas Roy,20222023,VGK,R,C,22,3,8,11,2,20,0.5,3,9,0,2,0,0,0,1,37,8.1,15:01,49.2,1997-02-05,Amos,QC,CAN,CAN,76,201,2015,4,96,20192020,N,Playoffs
Derek Ryan,20222023,EDM,R,C,11,1,2,3,3,0,0.27,1,3,0,0,0,0,0,0,19,5.3,11:50,38.9,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20182019,N,Playoffs
Dylan Samberg,20222023,WPG,L,D,5,0,0,0,-3,8,0,0,0,0,0,0,0,0,0,5,0,15:38,--,1999-01-24,Saginaw,MN,USA,USA,76,216,2017,2,43,20222023,N,Playoffs
Mark Scheifele,20222023,WPG,R,C,4,1,0,1,-1,4,0.25,0,0,1,1,0,0,0,0,10,10,17:35,50,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20142015,N,Playoffs
Luke Schenn,20222023,TOR,R,D,11,0,1,1,8,11,0.09,0,1,0,0,0,0,0,0,14,0,17:27,--,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20132014,N,Playoffs
Nate Schmidt,20222023,WPG,L,D,5,0,2,2,-2,0,0.4,0,1,0,1,0,0,0,0,10,0,21:24,--,1991-07-16,St. Cloud,MN,USA,USA,72,197,--,--,--,20152016,N,Playoffs
Braden Schneider,20222023,NYR,R,D,7,1,0,1,0,9,0.14,1,1,0,0,0,0,0,0,6,16.7,14:58,--,2001-09-20,Prince Albert,SK,CAN,CAN,76,213,2020,1,19,20212022,N,Playoffs
Justin Schultz,20222023,SEA,R,D,14,3,7,10,5,2,0.71,2,7,1,3,0,0,0,0,15,20,15:54,--,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20152016,N,Playoffs
Jaden Schwartz,20222023,SEA,L,C,14,5,5,10,-2,2,0.71,4,8,1,2,0,0,0,0,41,12.2,18:15,54.3,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20122013,N,Playoffs
Tyler Seguin,20222023,DAL,R,C,19,5,4,9,-8,4,0.47,1,4,4,5,0,0,0,2,54,9.3,16:14,53.5,1992-01-31,Brampton,ON,CAN,CAN,74,201,2010,1,2,20102011,N,Playoffs
Mikhail Sergachev,20222023,TBL,L,D,6,1,2,3,-4,16,0.5,1,2,0,1,0,0,0,0,11,9.1,26:55,--,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,212,2016,1,9,20172018,N,Playoffs
Damon Severson,20222023,NJD,R,D,12,1,2,3,-3,6,0.25,1,2,0,1,0,0,0,1,12,8.3,18:33,--,1994-08-07,Melville,SK,CAN,CAN,74,204,2012,2,60,20172018,N,Playoffs
Yegor Sharangovich,20222023,NJD,L,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,10:57,33.3,1998-06-06,Minsk,--,BLR,BLR,74,196,2018,5,141,20222023,N,Playoffs
Jonas Siegenthaler,20222023,NJD,L,D,11,1,2,3,-3,8,0.27,1,3,0,0,0,0,0,1,8,12.5,20:48,--,1997-05-06,Zurich,--,CHE,CHE,74,218,2015,2,57,20182019,N,Playoffs
Brady Skjei,20222023,CAR,L,D,15,1,3,4,-2,12,0.27,1,4,0,0,0,0,0,0,28,3.6,23:46,--,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,Playoffs
Jaccob Slavin,20222023,CAR,L,D,15,2,4,6,12,2,0.4,2,6,0,0,0,0,0,0,24,8.3,22:32,--,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20182019,N,Playoffs
Brendan Smith,20222023,NJD,L,D,3,0,1,1,3,12,0.33,0,1,0,0,0,0,0,0,2,0,16:10,--,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20122013,N,Playoffs
Givani Smith,20222023,FLA,L,R,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5:25,--,1998-02-27,Toronto,ON,CAN,CAN,74,214,2016,2,46,20222023,N,Playoffs
Reilly Smith,20222023,VGK,L,R,22,4,10,14,9,14,0.64,2,9,2,5,0,0,0,1,51,7.8,16:46,0,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20132014,N,Playoffs
Carson Soucy,20222023,SEA,L,D,14,1,1,2,6,12,0.14,1,2,0,0,0,0,0,1,17,5.9,14:35,--,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,Playoffs
Daniel Sprong,20222023,SEA,R,R,10,1,1,2,-3,0,0.2,0,0,1,2,0,0,0,0,20,5,8:33,50,1997-03-17,Amsterdam,--,NLD,CAN,72,195,2015,2,46,20202021,N,Playoffs
Jared Spurgeon,20222023,MIN,R,D,6,0,2,2,-6,4,0.33,0,0,0,2,0,0,0,0,7,0,24:07,--,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20122013,N,Playoffs
Eric Staal,20222023,FLA,L,C,21,2,3,5,-4,12,0.24,1,3,0,0,1,2,0,0,14,14.3,11:38,44,1984-10-29,Thunder Bay,ON,CAN,CAN,76,195,2003,1,2,20052006,N,Playoffs
Jordan Staal,20222023,CAR,L,C,15,2,6,8,4,6,0.53,1,6,0,0,1,2,0,0,30,6.7,17:44,52.7,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,Playoffs
Marc Staal,20222023,FLA,L,D,21,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0,20:56,--,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,Playoffs
Steven Stamkos,20222023,TBL,R,C,6,2,2,4,-2,9,0.67,2,4,0,0,0,0,0,0,19,10.5,19:10,36.8,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20102011,N,Playoffs
Logan Stanley,20222023,WPG,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,8:58,--,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,Playoffs
Paul Stastny,20222023,CAR,L,C,15,4,0,4,-1,4,0.27,4,4,0,0,0,0,1,1,13,30.8,12:18,58.7,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20072008,N,Playoffs
Sam Steel,20222023,MIN,L,C,5,1,1,2,1,2,0.4,1,2,0,0,0,0,0,0,6,16.7,15:35,43.9,1998-02-03,Ardrossan,AB,CAN,CAN,72,189,2016,1,30,20222023,N,Playoffs
Kevin Stenlund,20222023,WPG,R,C,5,1,0,1,1,2,0.2,1,1,0,0,0,0,0,0,6,16.7,13:42,35.1,1996-09-20,Stockholm,--,SWE,SWE,75,213,2015,2,58,20192020,N,Playoffs
Derek Stepan,20222023,CAR,R,C,11,0,1,1,-4,2,0.09,0,1,0,0,0,0,0,0,22,0,11:58,51.9,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,Playoffs
Chandler Stephenson,20222023,VGK,L,C,22,10,10,20,3,30,0.91,9,15,1,5,0,0,1,3,35,28.6,18:20,53.4,1994-04-22,Saskatoon,SK,CAN,CAN,72,201,2012,3,77,20172018,N,Playoffs
Mark Stone,20222023,VGK,R,R,22,11,13,24,5,8,1.09,6,17,4,6,1,1,0,1,49,22.5,18:55,50,1992-05-13,Winnipeg,MB,CAN,CAN,75,210,2010,6,178,20112012,N,Playoffs
Oskar Sundqvist,20222023,MIN,R,C,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,3,33.3,12:43,--,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,Playoffs
Ryan Suter,20222023,DAL,L,D,19,0,6,6,-3,18,0.32,0,5,0,1,0,0,0,0,21,0,23:21,--,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20062007,N,Playoffs
Brandon Tanev,20222023,SEA,L,L,14,1,3,4,0,4,0.29,0,2,0,0,1,2,0,0,13,7.7,13:24,20,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20172018,N,Playoffs
Vladimir Tarasenko,20222023,NYR,L,R,7,3,1,4,-1,2,0.57,3,4,0,0,0,0,0,1,19,15.8,15:13,0,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,Playoffs
Tomas Tatar,20222023,NJD,L,L,12,1,0,1,-7,4,0.08,1,1,0,0,0,0,0,0,15,6.7,13:55,28.6,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20132014,N,Playoffs
John Tavares,20222023,TOR,L,C,11,4,4,8,-1,4,0.73,3,6,1,2,0,0,1,1,44,9.1,18:44,63.1,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20122013,N,Playoffs
Teuvo Teravainen,20222023,CAR,L,C,6,1,0,1,0,2,0.17,1,1,0,0,0,0,0,0,9,11.1,18:46,75,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20142015,N,Playoffs
Shea Theodore,20222023,VGK,L,D,21,1,12,13,8,10,0.62,1,11,0,2,0,0,0,0,41,2.4,20:08,--,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,Playoffs
Matthew Tkachuk,20222023,FLA,L,L,20,11,13,24,12,74,1.2,7,15,4,9,0,0,3,4,61,18,21:38,0,1997-12-11,Scottsdale,AZ,USA,USA,74,202,2016,1,6,20162017,N,Playoffs
Devon Toews,20222023,COL,L,D,7,1,8,9,5,0,1.29,1,8,0,1,0,0,0,1,12,8.3,23:45,--,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,Playoffs
Eeli Tolvanen,20222023,SEA,L,R,14,3,5,8,-4,6,0.57,3,6,0,2,0,0,0,0,28,10.7,16:20,25,1999-04-22,Vihti,--,FIN,FIN,70,182,2017,1,30,20202021,N,Playoffs
Vincent Trocheck,20222023,NYR,R,C,7,1,0,1,0,14,0.14,1,1,0,0,0,0,0,0,10,10,17:48,47.2,1993-07-11,Pittsburgh,PA,USA,USA,71,188,2011,3,64,20152016,N,Playoffs
Jacob Trouba,20222023,NYR,R,D,7,0,0,0,-1,6,0,0,0,0,0,0,0,0,0,17,0,22:35,--,1994-02-26,Rochester,MI,USA,USA,75,212,2012,1,9,20142015,N,Playoffs
Carter Verhaeghe,20222023,FLA,L,C,21,7,10,17,7,8,0.81,7,16,0,1,0,0,2,4,59,11.9,19:58,56.3,1995-08-14,Toronto,ON,CAN,CAN,74,183,2013,3,82,20192020,N,Playoffs
Jimmy Vesey,20222023,NYR,L,L,7,0,1,1,1,10,0.14,0,1,0,0,0,0,0,0,5,0,9:35,--,1993-05-26,Boston,MA,USA,USA,74,203,2012,3,66,20162017,N,Playoffs
Gabriel Vilardi,20222023,LAK,R,C,5,2,2,4,0,0,0.8,2,3,0,1,0,0,0,0,10,20,16:02,44.9,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20212022,N,Playoffs
Sean Walker,20222023,LAK,R,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,13:44,--,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20222023,N,Playoffs
Alexander Wennberg,20222023,SEA,L,C,14,2,5,7,-5,2,0.5,2,6,0,1,0,0,0,1,13,15.4,19:17,42.4,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20162017,N,Playoffs
Blake Wheeler,20222023,WPG,R,R,5,2,4,6,2,0,1.2,1,4,1,2,0,0,0,0,10,20,18:00,54.6,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,Playoffs
Colin White,20222023,FLA,R,C,21,0,2,2,-9,6,0.1,0,2,0,0,0,0,0,0,7,0,7:25,50,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,Playoffs
Zach Whitecloud,20222023,VGK,R,D,22,2,6,8,14,21,0.36,2,8,0,0,0,0,0,1,19,10.5,18:42,--,1996-11-28,Brandon,MB,CAN,CAN,74,210,--,--,--,20192020,N,Playoffs
Miles Wood,20222023,NJD,L,L,8,2,0,2,0,14,0.25,2,2,0,0,0,0,0,0,12,16.7,10:57,100,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20172018,N,Playoffs
Kailer Yamamoto,20222023,EDM,R,R,12,1,3,4,-7,18,0.33,1,4,0,0,0,0,0,1,12,8.3,14:42,33.3,1998-09-29,Spokane,WA,USA,USA,69,178,2017,1,22,20192020,N,Playoffs
Pavel Zacha,20222023,BOS,L,C,7,0,6,6,1,2,0.86,0,2,0,3,0,1,0,0,15,0,17:31,48.4,1997-04-06,Brno,--,CZE,CZE,75,206,2015,1,6,20172018,N,Playoffs
Mika Zibanejad,20222023,NYR,R,C,7,1,3,4,-1,6,0.57,1,2,0,2,0,0,0,0,16,6.3,19:28,48.1,1993-04-18,Stockholm,--,SWE,SWE,74,203,2011,1,6,20122013,N,Playoffs
Mats Zuccarello,20222023,MIN,L,R,6,2,3,5,-2,4,0.83,2,3,0,2,0,0,0,0,15,13.3,21:30,66.7,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,Playoffs
