Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Colton Parayko,20212022,STL,R,D,12,2,3,5,5,6,0.42,2,4,0,1,0,0,0,0,24,8.3,25:24,--,1993-05-12,St. Albert,AB,CAN,CAN,78,228,2012,3,86,20152016,N,Playoffs
David Pastrnak,20212022,BOS,R,R,7,3,3,6,1,2,0.86,2,3,1,3,0,0,0,1,39,7.7,19:27,33.3,1996-05-25,Havirov,--,CZE,CZE,72,200,2014,1,25,20162017,N,Playoffs
Nick Paul,20212022,TBL,L,L,23,5,4,9,0,6,0.39,5,8,0,1,0,0,0,2,44,11.4,18:18,49.7,1995-03-20,Mississauga,ON,CAN,CAN,76,230,2013,4,101,20212022,N,Playoffs
Joe Pavelski,20212022,DAL,R,C,7,3,3,6,2,2,0.86,2,4,1,2,0,0,0,2,18,16.7,19:57,52.2,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,Playoffs
David Perron,20212022,STL,R,L,12,9,4,13,0,10,1.08,5,6,4,7,0,0,0,2,42,21.4,19:50,--,1988-05-28,Sherbrooke,QC,CAN,CAN,72,198,2007,1,26,20082009,N,Playoffs
Corey Perry,20212022,TBL,R,R,23,6,5,11,-2,26,0.48,2,5,4,6,0,0,0,0,43,14,12:42,50,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,Playoffs
Scott Perunovich,20212022,STL,L,D,7,0,4,4,-4,0,0.57,0,1,0,3,0,0,0,0,2,0,10:49,--,1998-08-18,Hibbing,MN,USA,USA,70,175,2018,2,45,20212022,N,Playoffs
Brett Pesce,20212022,CAR,R,D,14,1,2,3,0,6,0.21,1,3,0,0,0,0,0,0,28,3.6,22:14,--,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20182019,N,Playoffs
Jacob Peterson,20212022,DAL,L,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,10:32,100,1999-07-19,Lidkoping,--,SWE,SWE,73,180,2017,5,132,20212022,N,Playoffs
Marcus Pettersson,20212022,PIT,L,D,7,0,2,2,3,2,0.29,0,2,0,0,0,0,0,0,6,0,21:16,--,1996-05-08,Skelleftea,--,SWE,SWE,77,174,2014,2,38,20172018,N,Playoffs
Brayden Point,20212022,TBL,R,C,9,2,3,5,-7,4,0.56,1,2,1,3,0,0,1,1,22,9.1,18:46,43.9,1996-03-13,Calgary,AB,CAN,CAN,71,175,2014,3,79,20172018,N,Playoffs
Jesse Puljujarvi,20212022,EDM,R,R,16,2,1,3,0,2,0.19,2,3,0,0,0,0,0,0,22,9.1,10:05,--,1998-05-07,Alvkarleby,--,SWE,FIN,76,216,2016,1,4,20202021,N,Playoffs
Alexander Radulov,20212022,DAL,L,R,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,9:44,0,1986-07-05,Nizhny Tagil,--,RUS,RUS,73,200,2004,1,15,20062007,N,Playoffs
Michael Raffl,20212022,DAL,L,L,7,2,1,3,-1,19,0.43,2,3,0,0,0,0,0,0,8,25,16:00,25,1988-12-01,Villach,--,AUT,AUT,73,205,--,--,--,20132014,N,Playoffs
Rickard Rakell,20212022,PIT,R,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9:26,--,1993-05-05,Sundbyberg,--,SWE,SWE,73,191,2011,1,30,20132014,N,Playoffs
Mikko Rantanen,20212022,COL,L,R,20,5,20,25,3,4,1.25,4,13,1,12,0,0,0,0,53,9.4,20:11,41.9,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20172018,N,Playoffs
Ryan Reaves,20212022,NYR,R,R,18,0,0,0,-1,12,0,0,0,0,0,0,0,0,0,13,0,9:25,10,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,5,156,20112012,N,Playoffs
Mike Reilly,20212022,BOS,L,D,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,15:47,--,1993-07-13,Chicago,IL,USA,USA,74,191,2011,4,98,20202021,N,Playoffs
Sam Reinhart,20212022,FLA,R,C,10,3,1,4,-4,2,0.4,2,3,1,1,0,0,0,0,30,10,19:25,47.2,1995-11-06,West Vancouver,BC,CAN,CAN,73,196,2014,1,2,20212022,N,Playoffs
Morgan Rielly,20212022,TOR,L,D,7,3,3,6,0,17,0.86,2,4,1,2,0,0,0,0,16,18.8,22:35,--,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20162017,N,Playoffs
Brett Ritchie,20212022,CGY,R,R,7,2,0,2,-1,4,0.29,2,2,0,0,0,0,0,0,10,20,8:40,40,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,2,44,20152016,N,Playoffs
Jason Robertson,20212022,DAL,L,L,7,1,3,4,3,0,0.57,1,4,0,0,0,0,0,0,16,6.3,19:07,--,1999-07-22,Arcadia,CA,USA,USA,75,207,2017,2,39,20212022,N,Playoffs
Evan Rodrigues,20212022,PIT,R,C,7,3,2,5,-2,4,0.71,1,1,1,3,1,1,0,0,27,11.1,16:06,46.2,1993-07-28,Toronto,ON,CAN,CAN,71,182,--,--,--,20202021,N,Playoffs
Kevin Rooney,20212022,NYR,L,C,15,0,2,2,0,10,0.13,0,1,0,0,0,1,0,0,18,0,11:56,43.5,1993-05-21,Canton,MA,USA,USA,74,190,--,--,--,20212022,N,Playoffs
Calle Rosen,20212022,STL,L,D,9,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,9,0,14:28,--,1994-02-02,Vaxjo,--,SWE,SWE,73,188,--,--,--,20212022,N,Playoffs
Matt Roy,20212022,LAK,R,D,7,0,1,1,-3,0,0.14,0,1,0,0,0,0,0,0,14,0,20:54,--,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20212022,N,Playoffs
Chad Ruhwedel,20212022,PIT,R,D,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,14:56,--,1990-05-07,San Diego,CA,USA,USA,71,189,--,--,--,20162017,N,Playoffs
Kris Russell,20212022,EDM,L,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9:37,--,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20082009,N,Playoffs
Bryan Rust,20212022,PIT,R,R,7,2,6,8,1,4,1.14,1,6,1,2,0,0,0,0,25,8,22:36,--,1992-05-11,Pontiac,MI,USA,USA,71,198,2010,3,80,20152016,N,Playoffs
Jan Rutta,20212022,TBL,R,D,17,1,4,5,5,17,0.29,1,5,0,0,0,0,0,0,11,9.1,13:09,--,1990-07-29,Pisek,--,CZE,CZE,75,204,--,--,--,20182019,N,Playoffs
Derek Ryan,20212022,EDM,R,C,15,1,2,3,-3,4,0.2,1,3,0,0,0,0,0,0,12,8.3,11:08,56.2,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20182019,N,Playoffs
Brandon Saad,20212022,STL,L,L,12,2,3,5,1,4,0.42,2,4,0,1,0,0,0,0,23,8.7,16:32,66.7,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,Playoffs
Steven Santini,20212022,STL,R,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,3:08,--,1995-03-07,Bronxville,NY,USA,USA,75,214,2013,2,42,20202021,N,Playoffs
Marco Scandella,20212022,STL,L,D,4,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,11:13,--,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20122013,N,Playoffs
Brayden Schenn,20212022,STL,L,C,12,0,8,8,-1,14,0.67,0,4,0,4,0,0,0,0,16,0,18:11,48.4,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20112012,N,Playoffs
Braden Schneider,20212022,NYR,R,D,20,0,3,3,-3,6,0.15,0,3,0,0,0,0,0,0,11,0,11:09,--,2001-09-20,Prince Albert,SK,CAN,CAN,76,213,2020,1,19,20212022,N,Playoffs
Justin Schultz,20212022,WSH,R,D,6,1,2,3,2,6,0.5,1,2,0,1,0,0,0,0,8,12.5,15:05,--,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20152016,N,Playoffs
Tyler Seguin,20212022,DAL,R,C,7,2,2,4,0,4,0.57,1,3,1,1,0,0,0,0,17,11.8,19:51,57.7,1992-01-31,Brampton,ON,CAN,CAN,74,201,2010,1,2,20102011,N,Playoffs
Mikhail Sergachev,20212022,TBL,L,D,23,2,8,10,7,18,0.43,2,8,0,2,0,0,0,0,26,7.7,22:17,--,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,212,2016,1,9,20172018,N,Playoffs
Conor Sheary,20212022,WSH,L,L,6,0,1,1,-2,0,0.17,0,0,0,1,0,0,0,0,12,0,17:04,33.3,1992-06-08,Winchester,MA,USA,USA,68,182,--,--,--,20152016,N,Playoffs
Wayne Simmonds,20212022,TOR,R,R,2,0,0,0,-1,14,0,0,0,0,0,0,0,0,0,0,--,5:33,--,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20092010,N,Playoffs
Colton Sissons,20212022,NSH,R,C,4,0,2,2,-1,0,0.5,0,2,0,0,0,0,0,0,6,0,16:07,50,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20152016,N,Playoffs
Brady Skjei,20212022,CAR,L,D,14,1,2,3,-1,8,0.21,1,3,0,0,0,0,0,0,32,3.1,21:20,--,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,Playoffs
Jaccob Slavin,20212022,CAR,L,D,14,2,6,8,6,6,0.57,2,7,0,1,0,0,0,0,27,7.4,23:23,--,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20182019,N,Playoffs
Brendan Smith,20212022,CAR,L,D,14,1,3,4,0,12,0.29,0,3,0,0,1,1,0,1,15,6.7,11:26,--,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20122013,N,Playoffs
Craig Smith,20212022,BOS,R,C,7,0,0,0,-5,2,0,0,0,0,0,0,0,0,0,13,0,11:51,--,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,Playoffs
Jordan Spence,20212022,LAK,R,D,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,3,0,18:01,--,2001-02-24,Manly,--,AUS,CAN,71,180,2019,4,95,20212022,N,Playoffs
Jason Spezza,20212022,TOR,R,C,5,0,1,1,-2,2,0.2,0,1,0,0,0,0,0,0,6,0,8:04,60,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,1,2,20022003,N,Playoffs
Jared Spurgeon,20212022,MIN,R,D,6,0,3,3,1,4,0.5,0,2,0,1,0,0,0,0,9,0,20:33,--,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20122013,N,Playoffs
Jordan Staal,20212022,CAR,L,C,14,1,5,6,0,2,0.43,1,5,0,0,0,1,0,0,19,5.3,16:24,59.8,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,Playoffs
Steven Stamkos,20212022,TBL,R,C,23,11,8,19,7,25,0.83,10,12,1,7,0,0,0,1,68,16.2,18:55,54.3,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20102011,N,Playoffs
Troy Stecher,20212022,LAK,R,D,4,2,2,4,4,0,1,2,4,0,0,0,0,0,0,9,22.2,16:58,--,1994-04-07,Richmond,BC,CAN,CAN,70,184,--,--,--,20192020,N,Playoffs
Derek Stepan,20212022,CAR,R,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,8:37,47.6,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,Playoffs
Michael Stone,20212022,CGY,R,D,9,2,3,5,6,4,0.56,2,5,0,0,0,0,0,0,24,8.3,13:02,--,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,Playoffs
Ryan Strome,20212022,NYR,R,C,19,2,7,9,0,10,0.47,1,6,1,3,0,0,0,1,49,4.1,18:18,42.5,1993-07-11,Mississauga,ON,CAN,CAN,73,192,2011,1,5,20142015,N,Playoffs
Marián Studenic,20212022,DAL,L,R,4,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,3,0,8:58,0,1998-10-28,Skalica,--,SVK,SVK,73,190,2017,5,143,20212022,N,Playoffs
Nico Sturm,20212022,COL,L,C,13,0,2,2,2,2,0.15,0,2,0,0,0,0,0,0,9,0,8:27,30.8,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20192020,N,Playoffs
Ryan Suter,20212022,DAL,L,D,7,0,3,3,-1,2,0.43,0,3,0,0,0,0,0,0,6,0,23:38,--,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20062007,N,Playoffs
Andrei Svechnikov,20212022,CAR,L,R,14,4,1,5,-1,14,0.36,3,4,1,1,0,0,0,0,36,11.1,16:12,--,2000-03-26,Barnaul,--,RUS,RUS,75,199,2018,1,2,20182019,N,Playoffs
Chris Tanev,20212022,CGY,R,D,8,0,1,1,3,2,0.13,0,1,0,0,0,0,0,0,8,0,19:34,--,1989-12-20,Toronto,ON,CAN,CAN,75,199,--,--,--,20102011,N,Playoffs
Vladimir Tarasenko,20212022,STL,L,R,12,6,3,9,-2,0,0.75,5,6,1,3,0,0,0,1,32,18.8,16:59,0,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,Playoffs
John Tavares,20212022,TOR,L,C,7,3,3,6,0,2,0.86,2,4,1,2,0,0,0,0,14,21.4,18:35,65.2,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20122013,N,Playoffs
Teuvo Teravainen,20212022,CAR,L,C,14,4,7,11,4,2,0.79,3,7,1,3,0,1,0,1,34,11.8,16:54,100,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20142015,N,Playoffs
Robert Thomas,20212022,STL,R,C,12,2,4,6,-6,10,0.5,2,5,0,1,0,0,0,0,20,10,18:45,49.7,1999-07-02,Aurora,ON,CAN,CAN,72,207,2017,1,20,20182019,N,Playoffs
Joe Thornton,20212022,FLA,L,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,6:18,0,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,Playoffs
Matthew Tkachuk,20212022,CGY,L,L,12,4,6,10,-6,20,0.83,3,7,1,3,0,0,0,0,35,11.4,18:00,50,1997-12-11,Scottsdale,AZ,USA,USA,74,202,2016,1,6,20162017,N,Playoffs
Devon Toews,20212022,COL,L,D,20,5,10,15,5,8,0.75,5,13,0,2,0,0,0,0,44,11.4,25:53,--,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,Playoffs
Tyler Toffoli,20212022,CGY,R,C,12,2,3,5,-6,6,0.42,1,1,1,4,0,0,0,0,33,6.1,16:25,20,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,Playoffs
Eeli Tolvanen,20212022,NSH,L,R,3,1,0,1,-2,2,0.33,0,0,1,1,0,0,0,0,4,25,11:04,--,1999-04-22,Vihti,--,FIN,FIN,70,182,2017,1,30,20202021,N,Playoffs
Philip Tomasino,20212022,NSH,R,R,3,0,0,0,-2,12,0,0,0,0,0,0,0,0,0,0,--,10:28,--,2001-07-28,Mississauga,ON,CAN,CAN,72,190,2019,1,24,20212022,N,Playoffs
Alexey Toropchenko,20212022,STL,L,R,12,0,2,2,2,2,0.17,0,2,0,0,0,0,0,0,9,0,8:50,0,1999-06-25,Moscow,--,RUS,RUS,78,222,2017,4,113,20212022,N,Playoffs
Yakov Trenin,20212022,NSH,L,C,4,3,0,3,-1,4,0.75,3,3,0,0,0,0,0,0,10,30,15:12,100,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20202021,N,Playoffs
Vincent Trocheck,20212022,CAR,R,C,14,6,4,10,7,10,0.71,4,5,1,4,1,1,0,0,31,19.4,18:21,58.3,1993-07-11,Pittsburgh,PA,USA,USA,71,188,2011,3,64,20152016,N,Playoffs
Jacob Trouba,20212022,NYR,R,D,20,1,4,5,0,25,0.25,1,5,0,0,0,0,0,0,55,1.8,24:28,--,1994-02-26,Rochester,MI,USA,USA,75,212,2012,1,9,20142015,N,Playoffs
Trevor van Riemsdyk,20212022,WSH,R,D,6,1,1,2,3,0,0.33,1,2,0,0,0,0,0,0,4,25,15:19,--,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,Playoffs
Frank Vatrano,20212022,NYR,L,R,20,5,8,13,-1,13,0.65,3,9,2,4,0,0,0,0,41,12.2,15:07,--,1994-03-14,East Longmeadow,MA,USA,USA,71,206,--,--,--,20162017,N,Playoffs
Carter Verhaeghe,20212022,FLA,L,C,10,6,6,12,7,4,1.2,6,12,0,0,0,0,2,3,22,27.3,16:45,0,1995-08-14,Toronto,ON,CAN,CAN,74,183,2013,3,82,20192020,N,Playoffs
Gabriel Vilardi,20212022,LAK,R,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9:56,0,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20212022,N,Playoffs
Chris Wagner,20212022,BOS,R,R,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10:22,100,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,Playoffs
Nathan Walker,20212022,STL,L,L,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,8:17,--,1994-02-07,Cardiff,--,GBR,AUS,69,187,2014,3,89,20172018,N,Playoffs
MacKenzie Weegar,20212022,FLA,R,D,10,0,1,1,1,10,0.1,0,1,0,0,0,0,0,0,26,0,21:18,--,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20192020,N,Playoffs
Tom Wilson,20212022,WSH,R,R,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,50,1:31,--,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20122013,N,Playoffs
Kailer Yamamoto,20212022,EDM,R,R,14,2,5,7,-6,10,0.5,1,5,1,2,0,0,0,0,16,12.5,16:16,0,1998-09-29,Spokane,WA,USA,USA,69,178,2017,1,22,20192020,N,Playoffs
Nikita Zadorov,20212022,CGY,L,D,12,0,3,3,2,24,0.25,0,3,0,0,0,0,0,0,21,0,18:08,--,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20172018,N,Playoffs
Mika Zibanejad,20212022,NYR,R,C,20,10,14,24,0,4,1.2,4,12,6,11,0,1,0,1,63,15.9,20:51,51,1993-04-18,Stockholm,--,SWE,SWE,74,203,2011,1,6,20122013,N,Playoffs
Mats Zuccarello,20212022,MIN,L,R,6,1,3,4,-1,2,0.67,1,2,0,2,0,0,0,0,9,11.1,19:15,33.3,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,Playoffs
Jason Zucker,20212022,PIT,L,L,5,0,2,2,-3,2,0.4,0,2,0,0,0,0,0,0,9,0,13:45,0,1992-01-16,Newport Beach,CA,USA,USA,71,195,2010,2,59,20122013,N,Playoffs
