Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Juuso Parssinen,20232024,NSH,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15:11,--,2001-02-01,Hameenlinna,--,FIN,FIN,75,212,2019,7,210,20232024,N,Playoffs
David Pastrnak,20232024,BOS,R,R,13,4,4,8,0,25,0.62,3,6,1,2,0,0,1,1,41,9.8,19:39,54.6,1996-05-25,Havirov,--,CZE,CZE,72,200,2014,1,25,20162017,N,Playoffs
Nick Paul,20232024,TBL,L,L,5,2,0,2,-4,6,0.4,1,1,1,1,0,0,0,0,14,14.3,17:13,52.4,1995-03-20,Mississauga,ON,CAN,CAN,76,230,2013,4,101,20212022,N,Playoffs
Joe Pavelski,20232024,DAL,R,C,19,1,3,4,-5,2,0.21,1,3,0,1,0,0,0,0,27,3.7,17:42,47.2,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,Playoffs
Andrew Peeke,20232024,BOS,R,D,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,14:45,--,1998-03-17,Parkland,FL,USA,USA,75,214,2016,2,34,20232024,N,Playoffs
Adam Pelech,20232024,NYI,L,D,5,0,2,2,-1,4,0.4,0,2,0,0,0,0,0,0,4,0,22:19,--,1994-08-16,Toronto,ON,CAN,CAN,75,210,2012,3,65,20182019,N,Playoffs
Nick Perbix,20232024,TBL,R,D,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,17:38,--,1998-06-15,Elk River,MN,USA,USA,76,206,2017,6,169,20222023,N,Playoffs
Cole Perfetti,20232024,WPG,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10:56,0,2002-01-01,Whitby,ON,CAN,CAN,71,185,2020,1,10,20232024,N,Playoffs
Corey Perry,20232024,EDM,R,R,19,1,2,3,-3,12,0.16,0,2,1,1,0,0,0,1,15,6.7,10:46,--,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,Playoffs
Brett Pesce,20232024,CAR,R,D,2,0,1,1,1,2,0.5,0,1,0,0,0,0,0,0,1,0,14:18,--,1994-11-15,Tarrytown,NY,USA,USA,75,206,2013,3,66,20182019,N,Playoffs
Alexander Petrovic,20232024,DAL,R,D,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,12:02,--,1992-03-03,Edmonton,AB,CAN,CAN,77,211,2010,2,36,20152016,N,Playoffs
Elias Pettersson,20232024,VAN,L,C,13,1,5,6,0,2,0.46,0,4,1,2,0,0,0,0,22,4.6,19:08,50,1998-11-12,Sundsvall,--,SWE,SWE,74,176,2017,1,5,20192020,N,Playoffs
Alex Pietrangelo,20232024,VGK,R,D,7,0,1,1,0,4,0.14,0,1,0,0,0,0,0,0,11,0,23:18,--,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20112012,N,Playoffs
Neal Pionk,20232024,WPG,R,D,5,0,1,1,-2,4,0.2,0,1,0,0,0,0,0,0,5,0,21:57,--,1995-07-29,Omaha,NE,USA,USA,72,190,--,--,--,20192020,N,Playoffs
Vasily Podkolzin,20232024,VAN,L,R,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,2,0,8:32,--,2001-06-24,Moscow,--,RUS,RUS,73,190,2019,1,10,20232024,N,Playoffs
Brayden Point,20232024,TBL,R,C,5,2,3,5,-1,2,1,2,3,0,2,0,0,0,0,12,16.7,20:37,42.4,1996-03-13,Calgary,AB,CAN,CAN,71,175,2014,3,79,20172018,N,Playoffs
Aliaksei Protas,20232024,WSH,L,C,4,0,2,2,1,0,0.5,0,2,0,0,0,0,0,0,8,0,14:58,100,2001-01-06,Vitebsk,--,BLR,BLR,78,225,2019,3,91,20232024,N,Playoffs
Ryan Pulock,20232024,NYI,R,D,5,0,3,3,1,0,0.6,0,3,0,0,0,0,0,0,2,0,24:35,--,1994-10-06,Dauphin,MB,CAN,CAN,74,220,2013,1,15,20152016,N,Playoffs
Darren Raddysh,20232024,TBL,R,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17:06,--,1996-02-28,Toronto,ON,CAN,CAN,73,202,--,--,--,20222023,N,Playoffs
Mikko Rantanen,20232024,COL,L,R,11,4,10,14,-1,8,1.27,3,9,1,5,0,0,0,1,32,12.5,24:03,51.5,1996-10-29,Nousiainen,--,FIN,FIN,76,215,2015,1,10,20172018,N,Playoffs
Ryan Reaves,20232024,TOR,R,R,5,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,2,0,7:52,--,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,5,156,20112012,N,Playoffs
Mike Reilly,20232024,NYI,L,D,5,1,1,2,-3,0,0.4,0,1,1,1,0,0,0,0,12,8.3,18:57,--,1993-07-13,Chicago,IL,USA,USA,74,191,2011,4,98,20202021,N,Playoffs
Sam Reinhart,20232024,FLA,R,C,24,10,6,16,-2,12,0.67,6,10,4,5,0,1,1,2,78,12.8,21:37,46,1995-11-06,West Vancouver,BC,CAN,CAN,73,196,2014,1,2,20212022,N,Playoffs
Matt Rempe,20232024,NYR,R,C,11,1,0,1,2,10,0.09,1,1,0,0,0,0,0,0,5,20,6:07,66.7,2002-06-29,Calgary,AB,CAN,CAN,81,255,2020,6,165,20232024,N,Playoffs
Morgan Rielly,20232024,TOR,L,D,7,0,3,3,2,0,0.43,0,3,0,0,0,0,0,0,17,0,24:50,--,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20162017,N,Playoffs
Jason Robertson,20232024,DAL,L,L,19,6,10,16,-2,0,0.84,4,10,2,6,0,0,0,2,46,13,19:44,--,1999-07-22,Arcadia,CA,USA,USA,75,207,2017,2,39,20212022,N,Playoffs
Nicholas Robertson,20232024,TOR,L,L,6,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,11,0,9:48,0,2001-09-11,Pasadena,CA,USA,USA,69,178,2019,2,53,20192020,N,Playoffs
Evan Rodrigues,20232024,FLA,R,C,24,7,8,15,6,4,0.63,5,12,2,3,0,0,0,1,44,15.9,14:42,55.1,1993-07-28,Toronto,ON,CAN,CAN,71,182,--,--,--,20202021,N,Playoffs
Alexander Romanov,20232024,NYI,L,D,5,0,1,1,2,0,0.2,0,1,0,0,0,0,0,0,6,0,22:33,--,2000-01-06,Moscow,--,RUS,RUS,73,220,2018,2,38,20202021,N,Playoffs
Jack Roslovic,20232024,NYR,R,C,16,2,6,8,0,6,0.5,0,6,2,2,0,0,0,0,21,9.5,13:51,35.3,1997-01-29,Columbus,OH,USA,USA,73,198,2015,1,25,20172018,N,Playoffs
Matt Roy,20232024,LAK,R,D,5,0,2,2,1,2,0.4,0,2,0,0,0,0,0,0,5,0,19:30,--,1995-03-01,Detroit,MI,USA,USA,74,210,2015,7,194,20212022,N,Playoffs
Nicolas Roy,20232024,VGK,R,C,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,13:32,36.5,1997-02-05,Amos,QC,CAN,CAN,76,201,2015,4,96,20192020,N,Playoffs
Derek Ryan,20232024,EDM,R,C,19,0,1,1,-9,8,0.05,0,1,0,0,0,0,0,0,11,0,8:33,46.9,1986-12-29,Spokane,WA,USA,USA,70,185,--,--,--,20182019,N,Playoffs
Dylan Samberg,20232024,WPG,L,D,5,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,3,0,15:44,--,1999-01-24,Saginaw,MN,USA,USA,76,216,2017,2,43,20222023,N,Playoffs
Rasmus Sandin,20232024,WSH,L,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,20:44,--,2000-03-07,Uppsala,--,SWE,SWE,71,182,2018,1,29,20202021,N,Playoffs
Mark Scheifele,20232024,WPG,R,C,5,2,4,6,-6,0,1.2,2,3,0,3,0,0,0,0,10,20,21:43,56.5,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20142015,N,Playoffs
Luke Schenn,20232024,NSH,R,D,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,14:39,--,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20132014,N,Playoffs
Nate Schmidt,20232024,WPG,L,D,3,1,0,1,-5,0,0.33,1,1,0,0,0,0,0,0,4,25,15:12,--,1991-07-16,St. Cloud,MN,USA,USA,72,197,--,--,--,20152016,N,Playoffs
Braden Schneider,20232024,NYR,R,D,16,0,2,2,0,16,0.13,0,2,0,0,0,0,0,0,15,0,17:32,--,2001-09-20,Prince Albert,SK,CAN,CAN,76,213,2020,1,19,20212022,N,Playoffs
Tyler Seguin,20232024,DAL,R,C,19,5,8,13,9,2,0.68,4,10,0,2,1,1,0,2,59,8.5,17:13,56.3,1992-01-31,Brampton,ON,CAN,CAN,74,201,2010,1,2,20102011,N,Playoffs
Mikhail Sergachev,20232024,TBL,L,D,2,0,1,1,-3,0,0.5,0,1,0,0,0,0,0,0,2,0,17:43,--,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,212,2016,1,9,20172018,N,Playoffs
Kevin Shattenkirk,20232024,BOS,R,D,6,0,1,1,-1,0,0.17,0,1,0,0,0,0,0,0,4,0,12:57,--,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20112012,N,Playoffs
Kiefer Sherwood,20232024,NSH,R,L,6,1,0,1,-2,0,0.17,1,1,0,0,0,0,0,0,4,25,11:58,66.7,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20202021,N,Playoffs
Colton Sissons,20232024,NSH,R,C,6,1,0,1,2,6,0.17,1,1,0,0,0,0,0,0,10,10,16:59,48.1,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20152016,N,Playoffs
Brady Skjei,20232024,CAR,L,D,11,1,8,9,5,6,0.82,0,7,1,2,0,0,0,1,24,4.2,21:21,--,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,Playoffs
Jaccob Slavin,20232024,CAR,L,D,11,1,2,3,5,2,0.27,1,3,0,0,0,0,0,0,23,4.4,22:51,--,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20182019,N,Playoffs
Cole Smith,20232024,NSH,L,R,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5,0,13:26,0,1995-10-28,Brainerd,MN,USA,USA,75,195,--,--,--,20232024,N,Playoffs
Craig Smith,20232024,DAL,R,C,14,0,2,2,-2,2,0.14,0,2,0,0,0,0,0,0,14,0,11:14,44.4,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,Playoffs
Carson Soucy,20232024,VAN,L,D,12,1,4,5,1,6,0.42,1,5,0,0,0,0,0,0,3,33.3,16:58,--,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,Playoffs
Jordan Spence,20232024,LAK,R,D,5,0,1,1,2,0,0.2,0,1,0,0,0,0,0,0,5,0,15:40,--,2001-02-24,Manly,--,AUS,CAN,71,180,2019,4,95,20212022,N,Playoffs
Jordan Staal,20232024,CAR,L,C,11,1,1,2,4,4,0.18,1,2,0,0,0,0,0,0,28,3.6,16:40,55.3,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,Playoffs
Steven Stamkos,20232024,TBL,R,C,5,5,1,6,-5,2,1.2,2,3,3,3,0,0,0,0,15,33.3,20:05,53.1,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20102011,N,Playoffs
Logan Stankoven,20232024,DAL,R,C,19,3,5,8,6,2,0.42,3,8,0,0,0,0,0,0,36,8.3,16:01,53.9,2003-02-26,Kamloops,BC,CAN,CAN,68,165,2021,2,47,20232024,N,Playoffs
Logan Stanley,20232024,WPG,L,D,3,0,1,1,-1,6,0.33,0,1,0,0,0,0,0,0,2,0,9:59,--,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,Playoffs
Spencer Stastney,20232024,NSH,L,D,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10:59,--,2000-01-04,Woodridge,IL,USA,USA,72,184,2018,5,131,20232024,N,Playoffs
Sam Steel,20232024,DAL,L,C,19,1,4,5,1,2,0.26,1,4,0,0,0,1,0,0,19,5.3,13:15,47.3,1998-02-03,Ardrossan,AB,CAN,CAN,72,189,2016,1,30,20222023,N,Playoffs
Kevin Stenlund,20232024,FLA,R,C,24,0,1,1,-3,8,0.04,0,1,0,0,0,0,0,0,16,0,11:17,51.5,1996-09-20,Stockholm,--,SWE,SWE,75,213,2015,2,58,20192020,N,Playoffs
Chandler Stephenson,20232024,VGK,L,C,7,0,1,1,-3,8,0.14,0,1,0,0,0,0,0,0,7,0,17:48,42.3,1994-04-22,Saskatoon,SK,CAN,CAN,72,201,2012,3,77,20172018,N,Playoffs
Mark Stone,20232024,VGK,R,R,7,3,0,3,-2,2,0.43,1,1,2,2,0,0,0,0,10,30,18:23,--,1992-05-13,Winnipeg,MB,CAN,CAN,75,210,2010,6,178,20112012,N,Playoffs
Dylan Strome,20232024,WSH,L,C,4,1,1,2,-1,0,0.5,0,1,1,1,0,0,0,0,10,10,20:21,48.7,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20192020,N,Playoffs
Pius Suter,20232024,VAN,L,C,13,2,1,3,2,6,0.23,2,3,0,0,0,0,0,1,23,8.7,14:22,40,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20232024,N,Playoffs
Ryan Suter,20232024,DAL,L,D,19,1,3,4,1,16,0.21,1,4,0,0,0,0,0,0,9,11.1,17:50,--,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20062007,N,Playoffs
Andrei Svechnikov,20232024,CAR,L,R,11,2,9,11,0,16,1,1,8,1,3,0,0,0,0,28,7.1,18:44,--,2000-03-26,Barnaul,--,RUS,RUS,75,199,2018,1,2,20182019,N,Playoffs
Chris Tanev,20232024,DAL,R,D,19,0,2,2,7,6,0.11,0,2,0,0,0,0,0,0,13,0,22:18,--,1989-12-20,Toronto,ON,CAN,CAN,75,199,--,--,--,20102011,N,Playoffs
Vladimir Tarasenko,20232024,FLA,L,R,24,5,4,9,4,2,0.38,3,7,2,2,0,0,0,1,47,10.6,13:22,--,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,Playoffs
John Tavares,20232024,TOR,L,C,7,1,1,2,0,2,0.29,0,1,1,1,0,0,0,0,22,4.6,19:03,55.8,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20122013,N,Playoffs
Teuvo Teravainen,20232024,CAR,L,C,11,2,4,6,0,0,0.55,1,3,1,3,0,0,0,0,18,11.1,18:08,44.4,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20142015,N,Playoffs
Shea Theodore,20232024,VGK,L,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22:13,--,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,Playoffs
Matthew Tkachuk,20232024,FLA,L,L,24,6,16,22,0,31,0.92,6,16,0,6,0,0,0,2,83,7.2,18:30,0,1997-12-11,Scottsdale,AZ,USA,USA,74,202,2016,1,6,20162017,N,Playoffs
Devon Toews,20232024,COL,L,D,10,1,5,6,4,2,0.6,0,5,0,0,1,1,0,0,18,5.6,25:12,--,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,Playoffs
Tyler Toffoli,20232024,WPG,R,C,5,2,0,2,-2,0,0.4,2,2,0,0,0,0,0,0,8,25,14:05,80,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,Playoffs
Yakov Trenin,20232024,COL,L,C,10,1,0,1,1,4,0.1,1,1,0,0,0,0,0,0,8,12.5,10:36,43.6,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20202021,N,Playoffs
Vincent Trocheck,20232024,NYR,R,C,16,8,12,20,3,10,1.25,3,9,5,9,0,2,1,1,43,18.6,23:08,57.8,1993-07-11,Pittsburgh,PA,USA,USA,71,188,2011,3,64,20152016,N,Playoffs
Jacob Trouba,20232024,NYR,R,D,16,1,6,7,0,22,0.44,0,4,0,1,1,2,0,0,18,5.6,20:59,--,1994-02-26,Rochester,MI,USA,USA,75,212,2012,1,9,20142015,N,Playoffs
James van Riemsdyk,20232024,BOS,L,L,11,1,4,5,-1,0,0.45,1,4,0,1,0,0,0,0,16,6.3,11:46,66.7,1989-05-04,Middletown,NJ,USA,USA,75,209,2007,1,2,20092010,N,Playoffs
Trevor van Riemsdyk,20232024,WSH,R,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,15:53,--,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,Playoffs
Carter Verhaeghe,20232024,FLA,L,C,24,11,10,21,-5,20,0.88,7,16,4,5,0,0,1,3,79,13.9,19:20,34.1,1995-08-14,Toronto,ON,CAN,CAN,74,183,2013,3,82,20192020,N,Playoffs
Jimmy Vesey,20232024,NYR,L,L,12,1,2,3,1,2,0.25,1,3,0,0,0,0,0,0,9,11.1,11:11,50,1993-05-26,Boston,MA,USA,USA,74,203,2012,3,66,20162017,N,Playoffs
Gabriel Vilardi,20232024,WPG,R,C,5,0,4,4,-4,6,0.8,0,3,0,1,0,0,0,0,9,0,17:03,0,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20212022,N,Playoffs
Chris Wagner,20232024,COL,R,R,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:44,55.6,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,Playoffs
Sean Walker,20232024,COL,R,D,11,0,0,0,-5,6,0,0,0,0,0,0,0,0,0,16,0,18:04,--,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20222023,N,Playoffs
Alexander Wennberg,20232024,NYR,L,C,16,1,1,2,-2,4,0.13,1,2,0,0,0,0,1,1,13,7.7,16:26,44.4,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20162017,N,Playoffs
Blake Wheeler,20232024,NYR,R,R,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,9:18,100,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,Playoffs
Zach Whitecloud,20232024,VGK,R,D,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,15:24,--,1996-11-28,Brandon,MB,CAN,CAN,74,210,--,--,--,20192020,N,Playoffs
Tom Wilson,20232024,WSH,R,R,4,1,2,3,1,16,0.75,0,1,1,2,0,0,0,0,10,10,19:02,--,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20122013,N,Playoffs
Miles Wood,20232024,COL,L,L,11,3,0,3,1,13,0.27,3,3,0,0,0,0,1,1,23,13,13:51,0,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20172018,N,Playoffs
Parker Wotherspoon,20232024,BOS,L,D,10,0,2,2,-1,6,0.2,0,2,0,0,0,0,0,0,9,0,17:33,--,1997-08-24,Surrey,BC,CAN,CAN,73,192,2015,4,112,20232024,N,Playoffs
Pavel Zacha,20232024,BOS,L,C,13,1,5,6,2,4,0.46,1,6,0,0,0,0,0,0,19,5.3,18:04,47.4,1997-04-06,Brno,--,CZE,CZE,75,206,2015,1,6,20172018,N,Playoffs
Nikita Zadorov,20232024,VAN,L,D,13,4,4,8,3,26,0.62,4,8,0,0,0,0,0,0,21,19.1,20:09,--,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20172018,N,Playoffs
Mika Zibanejad,20232024,NYR,R,C,16,3,13,16,1,2,1,1,6,2,7,0,3,0,0,40,7.5,21:18,52.2,1993-04-18,Stockholm,--,SWE,SWE,74,203,2011,1,6,20122013,N,Playoffs
Jason Zucker,20232024,NSH,L,L,6,1,2,3,4,2,0.5,1,3,0,0,0,0,0,0,17,5.9,14:18,--,1992-01-16,Newport Beach,CA,USA,USA,71,195,2010,2,59,20122013,N,Playoffs
