Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Jake Evans,20222023,MTL,R,C,54,2,17,19,-5,28,0.35,1,16,1,1,0,2,0,0,55,3.6,14:29,52,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,Regular Season
Michael Eyssimont,20222023,"WPG,SJS,TBL",L,C,54,5,10,15,3,63,0.28,5,15,0,0,0,0,0,0,124,4,12:15,35.3,1996-09-09,Littleton,CO,USA,USA,72,191,2016,5,142,20212022,N,Regular Season
Robby Fabbri,20222023,DET,L,C,28,7,9,16,-1,22,0.57,4,8,3,8,0,0,1,3,35,20,16:00,38.5,1996-01-22,Mississauga,ON,CAN,CAN,71,185,2014,1,21,20152016,N,Regular Season
Dante Fabbro,20222023,NSH,R,D,79,2,9,11,-4,50,0.14,2,10,0,1,0,0,0,0,101,2,17:27,--,1998-06-20,Coquitlam,BC,CAN,CAN,72,189,2016,1,17,20182019,N,Regular Season
Brock Faber,20222023,MIN,R,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,20:04,--,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,2,45,20222023,N,Regular Season
Samuel Fagemo,20222023,LAK,R,L,9,2,1,3,-4,0,0.33,2,3,0,0,0,0,0,0,5,40,7:51,0,2000-03-14,Göteborg,--,SWE,SWE,72,200,2019,2,50,20212022,N,Regular Season
Radek Faksa,20222023,DAL,L,C,81,11,9,20,9,39,0.25,10,18,0,0,1,2,0,3,88,12.5,13:43,56,1994-01-09,Vitkov,--,CZE,CZE,75,215,2012,1,13,20152016,N,Regular Season
Joel Farabee,20222023,PHI,L,L,82,15,24,39,-1,41,0.48,15,37,0,2,0,0,0,1,145,10.3,17:01,35.6,2000-02-25,Syracuse,NY,USA,USA,72,186,2018,1,14,20192020,N,Regular Season
Sean Farrell,20222023,MTL,L,C,6,1,0,1,-2,0,0.17,1,1,0,0,0,0,0,0,8,12.5,13:52,--,2001-11-02,Milford,MA,USA,USA,69,182,2020,4,124,20222023,N,Regular Season
Hudson Fasching,20222023,NYI,R,R,49,10,9,19,10,10,0.39,10,18,0,1,0,0,0,1,61,16.4,12:29,20,1995-07-28,Apple Valley,MN,USA,USA,75,209,2013,4,118,20152016,N,Regular Season
Jesper Fast,20222023,CAR,R,R,80,10,19,29,9,16,0.36,10,26,0,0,0,3,0,1,76,13.2,14:44,40,1991-12-02,Nassjo,--,SWE,SWE,73,191,2010,6,157,20132014,N,Regular Season
Justin Faulk,20222023,STL,R,D,82,11,39,50,-4,34,0.61,9,40,2,10,0,0,1,3,196,5.6,23:23,--,1992-03-20,South St. Paul,MN,USA,USA,72,214,2010,2,37,20112012,N,Regular Season
Taylor Fedun,20222023,PIT,R,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11:04,--,1988-06-04,Edmonton,AB,CAN,CAN,73,200,--,--,--,20132014,N,Regular Season
Martin Fehervary,20222023,WSH,L,D,67,6,10,16,-11,31,0.24,6,16,0,0,0,0,0,1,91,6.6,20:00,--,1999-10-06,Bratislava,--,SVK,SVK,74,199,2018,2,46,20192020,N,Regular Season
Mario Ferraro,20222023,SJS,L,D,72,4,7,11,-31,24,0.15,4,10,0,1,0,0,0,0,66,6.1,21:36,0,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,2,49,20192020,N,Regular Season
Kevin Fiala,20222023,LAK,L,L,69,23,49,72,2,52,1.04,16,48,7,24,0,0,2,2,208,11.1,17:36,50,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,Regular Season
Christian Fischer,20222023,ARI,R,R,80,13,14,27,-7,20,0.34,12,25,0,1,1,1,0,0,122,10.7,14:51,18.4,1997-04-15,Chicago,IL,USA,USA,74,212,2015,2,32,20162017,N,Regular Season
Casey Fitzgerald,20222023,"BUF,FLA",R,D,27,0,3,3,-2,4,0.11,0,3,0,0,0,0,0,0,13,0,11:55,--,1997-02-25,North Reading,MA,USA,USA,72,187,2016,3,86,20212022,N,Regular Season
Trey Fix-Wolansky,20222023,CBJ,R,R,9,1,0,1,-5,0,0.11,1,1,0,0,0,0,0,0,19,5.3,12:57,--,1999-05-26,Edmonton,AB,CAN,CAN,67,193,2018,7,204,20212022,N,Regular Season
Cale Fleury,20222023,SEA,R,D,12,0,1,1,0,2,0.08,0,1,0,0,0,0,0,0,10,0,13:19,--,1998-11-19,Carlyle,SK,CAN,CAN,73,204,2017,3,87,20192020,N,Regular Season
Haydn Fleury,20222023,TBL,L,D,29,0,1,1,-10,14,0.03,0,1,0,0,0,0,0,0,33,0,12:48,--,1996-07-08,Carlyle,SK,CAN,CAN,76,207,2014,1,7,20172018,N,Regular Season
Warren Foegele,20222023,EDM,L,L,67,13,15,28,7,28,0.42,12,27,0,0,1,1,0,4,126,10.3,12:42,53.9,1996-04-01,Markham,ON,CAN,CAN,74,204,2014,3,67,20172018,N,Regular Season
Tyson Foerster,20222023,PHI,R,R,8,3,4,7,2,8,0.88,3,6,0,1,0,0,0,0,15,20,16:34,--,2002-01-18,Alliston,ON,CAN,CAN,74,215,2020,1,23,20222023,N,Regular Season
Steven Fogarty,20222023,MIN,R,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,10:19,50,1993-04-19,Chambersburg,PA,USA,USA,75,204,2011,3,72,20172018,N,Regular Season
Marcus Foligno,20222023,MIN,L,L,65,7,14,21,-6,97,0.32,7,18,0,3,0,0,0,0,83,8.4,14:59,50,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20112012,N,Regular Season
Nick Foligno,20222023,BOS,L,L,60,10,16,26,18,45,0.43,8,21,2,5,0,0,0,1,71,14.1,12:22,55.6,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,1,28,20072008,N,Regular Season
Cal Foote,20222023,"TBL,NSH",R,D,50,2,5,7,6,63,0.14,2,7,0,0,0,0,0,0,39,5.1,15:07,--,1998-12-13,Denver,CO,USA,USA,77,224,2017,1,14,20202021,N,Regular Season
Nolan Foote,20222023,NJD,L,L,6,1,0,1,2,0,0.17,1,1,0,0,0,0,0,0,4,25,7:13,0,2000-11-29,Denver,CO,USA,USA,75,196,2019,1,27,20202021,N,Regular Season
Derek Forbort,20222023,BOS,L,D,54,5,7,12,12,23,0.22,3,10,0,0,2,2,0,2,38,13.2,17:44,--,1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,20152016,N,Regular Season
Filip Forsberg,20222023,NSH,R,L,50,19,23,42,-4,20,0.84,15,29,4,13,0,0,0,2,157,12.1,17:28,0,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,Regular Season
Gustav Forsling,20222023,FLA,L,D,82,13,28,41,19,40,0.5,12,34,1,5,0,2,0,3,209,6.2,23:26,--,1996-06-12,Linkoping,--,SWE,SWE,73,199,2014,5,126,20162017,N,Regular Season
Gabriel Fortier,20222023,TBL,L,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:25,--,2000-02-06,Lachine,QC,CAN,CAN,71,179,2018,2,59,20212022,N,Regular Season
Jean-Luc Foudy,20222023,COL,R,C,9,0,0,0,-3,6,0,0,0,0,0,0,0,0,0,12,0,10:02,0,2002-05-13,Scarborough,ON,CAN,CAN,71,177,2020,3,75,20222023,N,Regular Season
Liam Foudy,20222023,CBJ,L,C,62,7,7,14,-26,8,0.23,7,14,0,0,0,0,0,0,67,10.5,12:08,33.3,2000-02-04,Scarborough,ON,CAN,CAN,73,186,2018,1,18,20192020,N,Regular Season
Cam Fowler,20222023,ANA,L,D,82,10,38,48,-23,14,0.59,6,34,4,14,0,0,0,1,130,7.7,24:10,--,1991-12-05,Windsor,ON,CAN,USA,74,210,2010,1,12,20102011,N,Regular Season
Adam Fox,20222023,NYR,R,D,82,12,60,72,28,34,0.88,11,40,1,29,0,3,1,5,159,7.6,24:23,--,1998-02-17,Jericho,NY,USA,USA,71,180,2016,3,66,20192020,N,Regular Season
Trent Frederic,20222023,BOS,L,C,79,17,14,31,28,57,0.39,17,30,0,0,0,1,0,6,120,14.2,11:55,33.3,1998-02-11,St. Louis,MO,USA,USA,75,221,2016,1,29,20182019,N,Regular Season
Mark Friedman,20222023,PIT,R,D,23,1,2,3,2,15,0.13,1,3,0,0,0,0,0,0,36,2.8,14:27,--,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,3,86,20182019,N,Regular Season
Jesper Froden,20222023,SEA,R,R,14,0,4,4,4,6,0.29,0,4,0,0,0,0,0,0,10,0,10:00,--,1994-09-21,Stockholm,--,SWE,SWE,70,179,--,--,--,20212022,N,Regular Season
Byron Froese,20222023,VGK,R,C,9,1,1,2,0,4,0.22,1,2,0,0,0,0,0,0,15,6.7,9:58,59.6,1991-03-12,Winkler,MB,CAN,CAN,72,195,2009,4,119,20152016,N,Regular Season
Morgan Frost,20222023,PHI,L,C,81,19,27,46,-12,24,0.57,18,41,1,5,0,0,0,3,155,12.3,16:21,45.9,1999-05-14,Aurora,ON,CAN,CAN,72,193,2017,1,27,20192020,N,Regular Season
Jonah Gadjovich,20222023,SJS,L,L,35,3,4,7,-3,57,0.2,3,7,0,0,0,0,0,0,32,9.4,8:59,25,1998-10-12,Whitby,ON,CAN,CAN,75,211,2017,2,55,20202021,N,Regular Season
Sam Gagner,20222023,WPG,R,C,48,8,6,14,-4,13,0.29,7,11,1,3,0,0,0,2,78,10.3,12:10,30.4,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,Regular Season
Alex Galchenyuk,20222023,COL,L,C,11,0,0,0,-8,4,0,0,0,0,0,0,0,0,0,8,0,7:06,57.1,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,Regular Season
Brendan Gallagher,20222023,MTL,R,R,37,8,6,14,-5,45,0.38,8,12,0,2,0,0,0,2,93,8.6,14:17,35.3,1992-05-06,Edmonton,AB,CAN,CAN,69,185,2010,5,147,20122013,N,Regular Season
Dylan Gambrell,20222023,OTT,R,C,60,4,6,10,-4,35,0.17,4,8,0,0,0,2,0,0,46,8.7,11:23,45.1,1996-08-26,Bonney Lake,WA,USA,USA,72,191,2016,2,60,20172018,N,Regular Season
Conor Garland,20222023,VAN,R,R,81,17,29,46,-5,31,0.57,15,34,2,12,0,0,1,2,167,10.2,15:07,21.4,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,Regular Season
Frederick Gaudreau,20222023,MIN,R,C,82,19,19,38,10,10,0.46,12,29,3,4,4,5,0,3,138,13.8,16:03,49.3,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,Regular Season
Johnny Gaudreau,20222023,CBJ,L,L,80,21,53,74,-33,22,0.93,18,50,3,24,0,0,3,4,220,9.6,19:25,--,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,Regular Season
Brendan Gaunce,20222023,CBJ,L,C,5,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,9,0,10:28,58.9,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,1,26,20152016,N,Regular Season
Julien Gauthier,20222023,"NYR,OTT",R,R,57,9,5,14,-6,6,0.25,9,14,0,0,0,0,0,0,53,17,8:38,37.5,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,225,2016,1,21,20192020,N,Regular Season
Vladislav Gavrikov,20222023,"CBJ,LAK",L,D,72,6,13,19,4,38,0.26,5,17,0,0,1,2,2,2,89,6.7,21:58,--,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,Regular Season
Glenn Gawdin,20222023,ANA,R,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,9:36,36.4,1997-03-25,Richmond,BC,CAN,CAN,73,195,2015,4,116,20202021,N,Regular Season
Morgan Geekie,20222023,SEA,R,C,69,9,19,28,14,24,0.41,8,27,1,1,0,0,0,3,81,11.1,10:27,49.2,1998-07-20,Strathclair,MB,CAN,CAN,75,208,2017,3,67,20192020,N,Regular Season
Dennis Gilbert,20222023,CGY,L,D,23,1,3,4,0,27,0.17,1,4,0,0,0,0,0,1,13,7.7,11:44,--,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,3,91,20182019,N,Regular Season
Adam Ginning,20222023,PHI,L,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,16:40,--,2000-01-13,Linkoping,--,SWE,SWE,75,196,2018,2,50,20222023,N,Regular Season
Mark Giordano,20222023,TOR,L,D,78,4,20,24,27,53,0.31,3,23,0,0,1,1,0,1,107,3.7,18:57,--,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,Regular Season
Samuel Girard,20222023,COL,L,D,76,6,31,37,-10,16,0.49,5,28,1,8,0,1,1,1,119,5,21:30,--,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,Regular Season
Zemgus Girgensons,20222023,BUF,L,C,80,10,8,18,-5,14,0.23,10,17,0,1,0,0,0,0,114,8.8,12:59,45.4,1994-01-05,Riga,--,LVA,LVA,75,192,2012,1,14,20132014,N,Regular Season
Claude Giroux,20222023,OTT,R,R,82,35,44,79,4,34,0.96,28,54,7,24,0,1,1,6,214,16.4,18:48,58.3,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,Regular Season
Damien Giroux,20222023,MIN,L,C,1,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,--,13:57,40,2000-03-03,Sudbury,ON,CAN,CAN,70,179,2018,5,155,20222023,N,Regular Season
Cody Glass,20222023,NSH,R,C,72,14,21,35,9,20,0.49,8,26,6,9,0,0,1,2,131,10.7,14:46,49.8,1999-04-01,Winnipeg,MB,CAN,CAN,75,201,2017,1,6,20192020,N,Regular Season
Luke Glendening,20222023,DAL,R,C,70,3,3,6,-9,50,0.09,1,4,0,0,2,2,0,0,65,4.6,12:04,59.1,1989-04-28,Grand Rapids,MI,USA,USA,71,190,--,--,--,20132014,N,Regular Season
Alex Goligoski,20222023,MIN,L,D,46,2,4,6,-9,16,0.13,2,5,0,1,0,0,1,2,63,3.2,17:40,--,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,Regular Season
Barclay Goodrow,20222023,NYR,L,C,82,11,20,31,3,58,0.38,10,28,1,2,0,1,0,2,89,12.4,14:10,45.9,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,Regular Season
Shayne Gostisbehere,20222023,"ARI,CAR",L,D,75,13,28,41,-5,32,0.55,6,24,5,15,2,2,0,2,155,8.4,20:49,--,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,Regular Season
Yanni Gourde,20222023,SEA,L,C,81,14,34,48,23,76,0.59,10,43,3,4,1,1,1,2,141,9.9,17:08,49.7,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,Regular Season
Mikael Granlund,20222023,"NSH,PIT",L,C,79,10,31,41,-15,20,0.52,9,29,1,12,0,0,0,1,121,8.3,17:50,44.5,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,Regular Season
Derek Grant,20222023,ANA,L,C,46,5,13,18,-4,26,0.39,5,16,0,2,0,0,0,0,72,6.9,14:51,55.2,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,Regular Season
Kevin Gravel,20222023,NSH,L,D,23,0,1,1,-10,4,0.04,0,1,0,0,0,0,0,0,20,0,14:16,--,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,5,148,20152016,N,Regular Season
Ryan Graves,20222023,NJD,L,D,78,8,18,26,34,28,0.33,8,24,0,0,0,2,0,2,141,5.7,19:57,--,1995-05-21,Yarmouth,NS,CAN,CAN,77,222,2013,4,110,20182019,N,Regular Season
Jordan Greenway,20222023,"MIN,BUF",L,L,62,6,5,11,-6,26,0.18,6,11,0,0,0,0,0,0,99,6.1,13:30,14.3,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,Regular Season
A.J. Greer,20222023,BOS,L,L,61,5,7,12,9,114,0.2,5,12,0,0,0,0,0,1,66,7.6,9:07,66.7,1996-12-14,Joliette,QC,CAN,CAN,75,209,2015,2,39,20162017,N,Regular Season
Noah Gregor,20222023,SJS,L,L,57,10,7,17,-9,32,0.3,10,16,0,0,0,1,0,1,119,8.4,12:58,30.4,1998-07-28,Beaumont,AB,CAN,CAN,72,201,2016,4,111,20192020,N,Regular Season
Ridly Greig,20222023,OTT,L,C,20,2,7,9,1,12,0.45,2,6,0,3,0,0,0,0,30,6.7,12:54,39.5,2002-08-08,Lethbridge,AB,CAN,CAN,72,188,2020,1,28,20222023,N,Regular Season
Jordan Gross,20222023,NSH,R,D,15,3,0,3,-3,2,0.2,2,2,1,1,0,0,0,0,24,12.5,18:47,--,1995-05-09,Maple Grove,MN,USA,USA,70,190,--,--,--,20192020,N,Regular Season
Bo Groulx,20222023,ANA,L,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16:21,45,2000-02-06,Rouen,--,FRA,CAN,74,202,2018,2,54,20212022,N,Regular Season
Jonathan Gruden,20222023,PIT,L,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,5:20,35.7,2000-05-04,Rochester Hills,MI,USA,USA,72,192,2018,4,95,20222023,N,Regular Season
Carl Grundstrom,20222023,LAK,L,R,57,12,7,19,-4,16,0.33,11,18,1,1,0,0,0,2,90,13.3,10:45,44.4,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,Regular Season
Matt Grzelcyk,20222023,BOS,L,D,75,4,22,26,46,28,0.35,4,26,0,0,0,0,0,2,102,3.9,17:14,--,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,Regular Season
Radko Gudas,20222023,FLA,R,D,72,2,15,17,14,79,0.24,2,17,0,0,0,0,0,0,110,1.8,17:22,--,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,Regular Season
Erik Gudbranson,20222023,CBJ,R,D,70,1,12,13,-24,57,0.19,1,13,0,0,0,0,0,1,102,1,21:18,--,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,Regular Season
Maxence Guenette,20222023,OTT,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,8:47,--,2001-04-28,L'Ancienne-Lorette,QC,CAN,CAN,73,210,2019,7,187,20222023,N,Regular Season
Dylan Guenther,20222023,ARI,R,R,33,6,9,15,-7,10,0.45,2,9,4,6,0,0,0,1,53,11.3,13:07,50,2003-04-10,Edmonton,AB,CAN,CAN,73,191,2021,1,9,20222023,N,Regular Season
Jake Guentzel,20222023,PIT,L,C,78,36,37,73,2,46,0.94,25,50,11,23,0,0,1,6,244,14.8,20:07,50,1994-10-06,Omaha,NE,USA,USA,71,178,2013,3,77,20162017,N,Regular Season
Kaiden Guhle,20222023,MTL,L,D,44,4,14,18,-19,27,0.41,4,18,0,0,0,0,0,0,48,8.3,20:31,--,2002-01-18,Edmonton,AB,CAN,CAN,75,202,2020,1,16,20222023,N,Regular Season
Denis Gurianov,20222023,"DAL,MTL",L,R,66,7,10,17,-9,10,0.26,6,14,1,3,0,0,0,0,116,6,13:12,0,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,Regular Season
Danil Gushchin,20222023,SJS,L,L,2,1,1,2,-1,0,1,0,0,1,2,0,0,0,0,8,12.5,15:55,--,2002-02-06,Yekaterinburg,--,RUS,RUS,68,165,2020,3,76,20222023,N,Regular Season
David Gust,20222023,CHI,R,R,4,1,0,1,-2,2,0.25,1,1,0,0,0,0,0,0,7,14.3,14:12,--,1994-02-21,Orland Park,IL,USA,USA,70,177,--,--,--,20222023,N,Regular Season
David Gustafsson,20222023,WPG,L,C,46,0,6,6,2,6,0.13,0,5,0,0,0,1,0,0,45,0,10:06,49.3,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20192020,N,Regular Season
Erik Gustafsson,20222023,"WSH,TOR",L,D,70,7,35,42,9,23,0.6,7,28,0,14,0,0,0,2,122,5.7,19:46,--,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,Regular Season
Cole Guttman,20222023,CHI,R,C,14,4,2,6,1,2,0.43,4,6,0,0,0,0,0,1,26,15.4,14:34,52.1,1999-04-06,Northridge,CA,USA,USA,69,167,2017,6,180,20222023,N,Regular Season
Brandon Hagel,20222023,TBL,L,L,81,30,34,64,23,54,0.79,22,48,7,13,1,3,0,3,178,16.9,18:39,28.4,1998-08-27,Saskatoon,SK,CAN,CAN,74,180,2016,6,159,20192020,N,Regular Season
Robert Hagg,20222023,DET,L,D,38,2,5,7,-5,26,0.18,2,7,0,0,0,0,0,0,40,5,15:31,--,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,Regular Season
Nicolas Hague,20222023,VGK,L,D,81,3,14,17,7,51,0.21,3,17,0,0,0,0,1,1,103,2.9,18:05,--,1998-12-05,Kitchener,ON,CAN,CAN,78,245,2017,2,34,20192020,N,Regular Season
Libor Hajek,20222023,NYR,L,D,16,1,0,1,2,4,0.06,1,1,0,0,0,0,0,0,13,7.7,13:16,--,1998-02-04,Smrcek,--,CZE,CZE,74,209,2016,2,37,20182019,N,Regular Season
Jani Hakanpää,20222023,DAL,R,D,82,6,10,16,18,60,0.2,6,16,0,0,0,0,0,1,86,7,19:20,--,1992-03-31,Kirkkonummi,--,FIN,FIN,79,225,2010,4,104,20192020,N,Regular Season
Taylor Hall,20222023,BOS,L,L,61,16,20,36,11,24,0.59,12,28,4,8,0,0,1,5,150,10.7,15:56,44.4,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,Regular Season
Filip Hallander,20222023,PIT,L,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,9:58,--,2000-06-29,Sundsvall,--,SWE,SWE,73,190,2018,2,58,20212022,N,Regular Season
James Hamblin,20222023,EDM,L,L,10,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,12,0,8:52,64.3,1999-04-27,Edmonton,AB,CAN,CAN,70,185,--,--,--,20222023,N,Regular Season
Dougie Hamilton,20222023,NJD,R,D,82,22,52,74,23,50,0.9,14,46,8,28,0,0,2,7,275,8,21:46,--,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,Regular Season
Travis Hamonic,20222023,OTT,R,D,75,6,15,21,-5,71,0.28,6,17,0,1,0,3,0,1,136,4.4,18:34,--,1990-08-16,St. Malo,MB,CAN,CAN,72,195,2008,2,53,20102011,N,Regular Season
Noah Hanifin,20222023,CGY,L,D,81,7,31,38,2,33,0.47,6,29,1,8,0,1,0,0,176,4,22:39,--,1997-01-25,Boston,MA,USA,USA,75,206,2015,1,5,20152016,N,Regular Season
Joel Hanley,20222023,DAL,L,D,26,0,2,2,5,15,0.08,0,2,0,0,0,0,0,0,14,0,11:38,--,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,Regular Season
Mike Hardman,20222023,CHI,L,L,8,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,7,0,10:10,60,1999-02-05,Hanover,MA,USA,USA,74,205,--,--,--,20202021,N,Regular Season
Jansen Harkins,20222023,WPG,L,C,22,3,2,5,4,12,0.23,3,5,0,0,0,0,0,0,18,16.7,10:49,22.2,1997-05-23,Cleveland,OH,USA,USA,73,199,2015,2,47,20192020,N,Regular Season
Thomas Harley,20222023,DAL,L,D,6,0,2,2,5,2,0.33,0,2,0,0,0,0,0,0,8,0,16:48,--,2001-08-19,Syracuse,NY,USA,USA,75,211,2019,1,18,20212022,N,Regular Season
Ben Harpur,20222023,NYR,L,D,42,1,5,6,0,20,0.14,1,6,0,0,0,0,0,0,34,2.9,14:04,--,1995-01-12,Hamilton,ON,CAN,CAN,80,235,2013,4,108,20152016,N,Regular Season
Scott Harrington,20222023,"SJS,ANA",L,D,45,4,7,11,-6,10,0.24,4,11,0,0,0,0,0,1,33,12.1,16:26,--,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,Regular Season
Jordan Harris,20222023,MTL,L,D,65,4,13,17,-3,26,0.26,4,16,0,1,0,0,0,0,70,5.7,18:39,--,2000-07-07,Haverhill,MA,USA,USA,71,187,2018,3,71,20212022,N,Regular Season
Ryan Hartman,20222023,MIN,R,R,59,15,22,37,7,90,0.63,12,29,1,4,2,4,0,6,149,10.1,16:18,42.9,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,Regular Season
Rafael Harvey-Pinard,20222023,MTL,L,L,34,14,6,20,7,10,0.59,9,15,4,4,1,1,0,1,58,24.1,17:14,0,1999-01-06,Saguenay,QC,CAN,CAN,69,181,2019,7,201,20212022,N,Regular Season
Garnet Hathaway,20222023,"WSH,BOS",R,R,84,13,9,22,5,69,0.26,13,21,0,0,0,1,0,3,88,14.8,11:48,23.1,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,Regular Season
Erik Haula,20222023,NJD,L,L,80,14,27,41,13,47,0.51,10,31,2,7,2,3,0,0,164,8.5,16:38,54.2,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,Regular Season
John Hayden,20222023,SEA,R,C,7,2,0,2,2,7,0.29,2,2,0,0,0,0,0,0,9,22.2,7:55,0,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,Regular Season
Kevin Hayes,20222023,PHI,L,R,81,18,36,54,-22,23,0.67,12,38,6,16,0,0,0,1,209,8.6,17:34,49.4,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,Regular Season
Barrett Hayton,20222023,ARI,L,C,82,19,24,43,-5,42,0.52,15,32,4,10,0,1,2,4,178,10.7,17:30,51.1,2000-06-09,Peterborough,ON,CAN,CAN,73,200,2018,1,5,20192020,N,Regular Season
Dillon Heatherington,20222023,OTT,L,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,9:16,--,1995-05-09,Calgary,AB,CAN,CAN,76,215,2013,2,50,20172018,N,Regular Season
Victor Hedman,20222023,TBL,L,D,76,9,40,49,10,42,0.64,7,32,1,14,1,3,0,1,185,4.9,23:43,--,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,245,2009,1,2,20092010,N,Regular Season
Danton Heinen,20222023,PIT,L,L,65,8,14,22,-5,12,0.34,7,20,1,2,0,0,0,0,96,8.3,10:45,40,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,Regular Season
Ville Heinola,20222023,WPG,L,D,10,0,1,1,-5,2,0.1,0,1,0,0,0,0,0,0,5,0,13:16,--,2001-03-02,Honkajoki,--,FIN,FIN,72,181,2019,1,20,20192020,N,Regular Season
Miro Heiskanen,20222023,DAL,L,D,79,11,62,73,12,32,0.92,9,38,2,34,0,1,1,2,206,5.3,25:29,--,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,Regular Season
Drew Helleson,20222023,ANA,R,D,3,1,0,1,0,2,0.33,1,1,0,0,0,0,0,0,4,25,13:39,--,2001-03-26,Farmington,MN,USA,USA,75,213,2019,2,47,20222023,N,Regular Season
Darren Helm,20222023,COL,L,C,11,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,10,0,9:00,41.9,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,Regular Season
